Continent,Region/Country,Product,Variable,Year,Unit,Quantity
America,Peru,Wine,Exports,2014,1000 hl,  11
America,Peru,Wine,Imports,2014,1000 hl,  90
America,Peru,Wine,Production,2014,1000 hl,  730
America,Peru,Wine,Consumption,2015,1000 hl,  824
America,Peru,Wine,Exports,2015,1000 hl,  2
America,Peru,Wine,Imports,2015,1000 hl,  95
America,Peru,Wine,Production,2015,1000 hl,  747
America,Peru,Wine,Consumption,2016,1000 hl,  836
America,Peru,Wine,Exports,2016,1000 hl,  2
America,Peru,Wine,Imports,2016,1000 hl,  85
America,Peru,Wine,Production,2016,1000 hl,  750
America,Peru,Wine,Consumption,2017,1000 hl,  846
America,Peru,Wine,Exports,2017,1000 hl,  2
America,Peru,Wine,Imports,2017,1000 hl,  96
America,Peru,Wine,Production,2017,1000 hl,  765
America,Peru,Wine,Consumption,2018,1000 hl,  891
America,Peru,Wine,Exports,2018,1000 hl,  3
America,Peru,Wine,Imports,2018,1000 hl,  106
America,Peru,Wine,Production,2018,1000 hl,  820
America,Peru,Wine,Consumption,2019,1000 hl,  918
America,Peru,Wine,Exports,2019,1000 hl,  3
America,Peru,Wine,Imports,2019,1000 hl,  97
America,Peru,Wine,Production,2019,1000 hl,  820
America,Peru,Wine,Consumption,2020,1000 hl,  904
America,Peru,Wine,Exports,2020,1000 hl,  2
America,Peru,Wine,Imports,2020,1000 hl,  86
America,Peru,Wine,Production,2020,1000 hl,  810
America,Peru,Wine,Consumption,2021,1000 hl,  915
America,Peru,Wine,Exports,2021,1000 hl,  4
America,Peru,Wine,Imports,2021,1000 hl,  131
America,Peru,Wine,Production,2021,1000 hl,  810
America,Peru,Wine,Exports,2022,1000 hl,  6
America,Peru,Wine,Imports,2022,1000 hl,  133
America,Peru,Wine,Production,2022,1000 hl,  810
America,Saint Kitts and Nevis,Wine,Consumption,1995,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,1995,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,1995,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Consumption,1996,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Exports,1996,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,1996,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Consumption,1997,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Exports,1997,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,1997,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Consumption,1998,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,1998,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,1998,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Consumption,1999,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Exports,1999,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,1999,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Consumption,2000,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2000,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2000,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Consumption,2001,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Exports,2001,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2001,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Consumption,2002,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Exports,2002,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2002,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Consumption,2003,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2003,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2003,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Consumption,2004,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Exports,2004,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2004,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Consumption,2005,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2005,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2005,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Consumption,2006,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Exports,2006,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2006,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Consumption,2007,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Exports,2007,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2007,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Consumption,2008,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Exports,2008,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2008,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Consumption,2009,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Exports,2009,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2009,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Consumption,2010,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2010,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2010,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Consumption,2011,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2011,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2011,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Consumption,2012,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Exports,2012,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2012,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Consumption,2013,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2013,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2013,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Consumption,2014,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2014,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2014,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Consumption,2015,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2015,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2015,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Consumption,2016,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Exports,2016,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2016,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Consumption,2017,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Exports,2017,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2017,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Consumption,2018,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2018,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2018,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Consumption,2019,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2019,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2019,1000 hl,  3
America,Saint Kitts and Nevis,Wine,Consumption,2020,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2020,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2020,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Consumption,2021,1000 hl,  2
America,Saint Kitts and Nevis,Wine,Exports,2021,1000 hl,0
America,Saint Kitts and Nevis,Wine,Imports,2021,1000 hl,  1
America,Saint Kitts and Nevis,Wine,Exports,2022,1000 hl,0
America,Saint Lucia,Wine,Consumption,1995,1000 hl,  5
America,Saint Lucia,Wine,Exports,1995,1000 hl,0
America,Saint Lucia,Wine,Imports,1995,1000 hl,  5
America,Saint Lucia,Wine,Consumption,1996,1000 hl,  5
America,Saint Lucia,Wine,Exports,1996,1000 hl,0
America,Saint Lucia,Wine,Imports,1996,1000 hl,  6
America,Saint Lucia,Wine,Consumption,1997,1000 hl,  7
America,Saint Lucia,Wine,Exports,1997,1000 hl,0
America,Saint Lucia,Wine,Imports,1997,1000 hl,  8
America,Saint Lucia,Wine,Consumption,1998,1000 hl,  8
America,Saint Lucia,Wine,Exports,1998,1000 hl,0
America,Saint Lucia,Wine,Imports,1998,1000 hl,  9
America,Saint Lucia,Wine,Consumption,1999,1000 hl,  9
America,Saint Lucia,Wine,Exports,1999,1000 hl,  1
America,Saint Lucia,Wine,Imports,1999,1000 hl,  11
America,Saint Lucia,Wine,Consumption,2000,1000 hl,  9
America,Saint Lucia,Wine,Exports,2000,1000 hl,0
America,Saint Lucia,Wine,Imports,2000,1000 hl,  11
America,Saint Lucia,Wine,Consumption,2001,1000 hl,  10
America,Saint Lucia,Wine,Exports,2001,1000 hl,0
America,Saint Lucia,Wine,Imports,2001,1000 hl,  8
America,Saint Lucia,Wine,Consumption,2002,1000 hl,  2
America,Saint Lucia,Wine,Exports,2002,1000 hl,0
America,Saint Lucia,Wine,Imports,2002,1000 hl,  10
America,Saint Lucia,Wine,Consumption,2003,1000 hl,  13
America,Saint Lucia,Wine,Exports,2003,1000 hl,0
America,Saint Lucia,Wine,Imports,2003,1000 hl,  14
America,Saint Lucia,Wine,Consumption,2004,1000 hl,  6
America,Saint Lucia,Wine,Exports,2004,1000 hl,0
America,Saint Lucia,Wine,Imports,2004,1000 hl,  7
America,Saint Lucia,Wine,Consumption,2005,1000 hl,  12
America,Saint Lucia,Wine,Exports,2005,1000 hl,0
America,Saint Lucia,Wine,Imports,2005,1000 hl,  12
America,Saint Lucia,Wine,Consumption,2006,1000 hl,  14
America,Saint Lucia,Wine,Exports,2006,1000 hl,0
America,Saint Lucia,Wine,Imports,2006,1000 hl,  14
America,Saint Lucia,Wine,Consumption,2007,1000 hl,  15
America,Saint Lucia,Wine,Exports,2007,1000 hl,0
America,Saint Lucia,Wine,Imports,2007,1000 hl,  16
America,Saint Lucia,Wine,Consumption,2008,1000 hl,  9
America,Saint Lucia,Wine,Exports,2008,1000 hl,  8
America,Saint Lucia,Wine,Imports,2008,1000 hl,  18
America,Saint Lucia,Wine,Consumption,2009,1000 hl,  11
America,Saint Lucia,Wine,Exports,2009,1000 hl,0
America,Saint Lucia,Wine,Imports,2009,1000 hl,  12
America,Saint Lucia,Wine,Consumption,2010,1000 hl,  11
America,Saint Lucia,Wine,Exports,2010,1000 hl,0
America,Saint Lucia,Wine,Imports,2010,1000 hl,  11
America,Saint Lucia,Wine,Consumption,2011,1000 hl,  10
America,Saint Lucia,Wine,Exports,2011,1000 hl,0
America,Saint Lucia,Wine,Imports,2011,1000 hl,  10
America,Saint Lucia,Wine,Consumption,2012,1000 hl,  10
America,Saint Lucia,Wine,Exports,2012,1000 hl,0
America,Saint Lucia,Wine,Imports,2012,1000 hl,  11
America,Saint Lucia,Wine,Consumption,2013,1000 hl,  7
America,Saint Lucia,Wine,Exports,2013,1000 hl,  8
America,Saint Lucia,Wine,Imports,2013,1000 hl,  12
America,Saint Lucia,Wine,Consumption,2014,1000 hl,  9
America,Saint Lucia,Wine,Exports,2014,1000 hl,  8
America,Saint Lucia,Wine,Imports,2014,1000 hl,  22
America,Saint Lucia,Wine,Consumption,2015,1000 hl,  7
America,Saint Lucia,Wine,Exports,2015,1000 hl,  9
America,Saint Lucia,Wine,Imports,2015,1000 hl,  10
America,Saint Lucia,Wine,Consumption,2016,1000 hl,  6
America,Saint Lucia,Wine,Exports,2016,1000 hl,  10
America,Saint Lucia,Wine,Imports,2016,1000 hl,  21
America,Saint Lucia,Wine,Consumption,2017,1000 hl,  8
America,Saint Lucia,Wine,Exports,2017,1000 hl,  10
America,Saint Lucia,Wine,Imports,2017,1000 hl,  11
America,Saint Lucia,Wine,Consumption,2018,1000 hl,  12
America,Saint Lucia,Wine,Exports,2018,1000 hl,0
America,Saint Lucia,Wine,Imports,2018,1000 hl,  22
America,Saint Lucia,Wine,Consumption,2019,1000 hl,  22
America,Saint Lucia,Wine,Exports,2019,1000 hl,0
America,Saint Lucia,Wine,Imports,2019,1000 hl,  22
America,Saint Lucia,Wine,Consumption,2020,1000 hl,  22
America,Saint Lucia,Wine,Exports,2020,1000 hl,0
America,Saint Lucia,Wine,Imports,2020,1000 hl,  14
America,Saint Lucia,Wine,Consumption,2021,1000 hl,  22
America,Saint Lucia,Wine,Exports,2021,1000 hl,0
America,Saint Lucia,Wine,Imports,2021,1000 hl,  6
America,Saint Lucia,Wine,Exports,2022,1000 hl,0
America,Saint Pierre And Miquelon,Wine,Consumption,1995,1000 hl,  3
America,Saint Pierre And Miquelon,Wine,Imports,1995,1000 hl,  3
America,Saint Pierre And Miquelon,Wine,Consumption,1996,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,1996,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,1997,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,1997,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,1998,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,1998,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,1999,1000 hl,0
America,Saint Pierre And Miquelon,Wine,Imports,1999,1000 hl,0
America,Saint Pierre And Miquelon,Wine,Consumption,2000,1000 hl,0
America,Saint Pierre And Miquelon,Wine,Imports,2000,1000 hl,0
America,Saint Pierre And Miquelon,Wine,Consumption,2001,1000 hl,0
America,Saint Pierre And Miquelon,Wine,Imports,2001,1000 hl,0
America,Saint Pierre And Miquelon,Wine,Consumption,2002,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2002,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2003,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2003,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2004,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2004,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2005,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2005,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2006,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2006,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2007,1000 hl,  1
America,Saint Pierre And Miquelon,Wine,Imports,2007,1000 hl,  1
America,Saint Pierre And Miquelon,Wine,Consumption,2008,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2008,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2009,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2009,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2010,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2010,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2011,1000 hl,  3
America,Saint Pierre And Miquelon,Wine,Imports,2011,1000 hl,  3
America,Saint Pierre And Miquelon,Wine,Consumption,2012,1000 hl,  3
America,Saint Pierre And Miquelon,Wine,Imports,2012,1000 hl,  3
America,Saint Pierre And Miquelon,Wine,Consumption,2013,1000 hl,  3
America,Saint Pierre And Miquelon,Wine,Imports,2013,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2014,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2014,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2015,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2015,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2016,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2016,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2017,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2017,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2018,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2018,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2019,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2019,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2020,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2020,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Consumption,2021,1000 hl,  2
America,Saint Pierre And Miquelon,Wine,Imports,2021,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Consumption,1995,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,1995,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,1995,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,1996,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,1996,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,1996,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,1997,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,1997,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,1997,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,1998,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,1998,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,1998,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,1999,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,1999,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,1999,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,2000,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,2000,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2000,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,2001,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,2001,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2001,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,2002,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,2002,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2002,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,2003,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,2003,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2003,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,2004,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Exports,2004,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2004,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Consumption,2005,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,2005,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2005,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,2006,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,2006,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2006,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,2007,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Exports,2007,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2007,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Consumption,2008,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Exports,2008,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2008,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Consumption,2009,1000 hl,  4
America,Saint Vincent and the Grenadines,Wine,Exports,2009,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2009,1000 hl,  4
America,Saint Vincent and the Grenadines,Wine,Consumption,2010,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Exports,2010,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2010,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Consumption,2011,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Exports,2011,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2011,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,2012,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Exports,2012,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2012,1000 hl,  1
America,Saint Vincent and the Grenadines,Wine,Consumption,2013,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Exports,2013,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2013,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Consumption,2014,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Exports,2014,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2014,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Consumption,2015,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Exports,2015,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2015,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Consumption,2016,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Exports,2016,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2016,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Consumption,2017,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Exports,2017,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2017,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Consumption,2018,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Exports,2018,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2018,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Consumption,2019,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Exports,2019,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2019,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Consumption,2020,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Exports,2020,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2020,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Consumption,2021,1000 hl,  3
America,Saint Vincent and the Grenadines,Wine,Exports,2021,1000 hl,0
America,Saint Vincent and the Grenadines,Wine,Imports,2021,1000 hl,  2
America,Saint Vincent and the Grenadines,Wine,Exports,2022,1000 hl,0
America,Suriname,Wine,Consumption,1995,1000 hl,  2
America,Suriname,Wine,Imports,1995,1000 hl,  2
America,Suriname,Wine,Consumption,1996,1000 hl,  1
America,Suriname,Wine,Imports,1996,1000 hl,  1
America,Suriname,Wine,Consumption,1997,1000 hl,  4
America,Suriname,Wine,Imports,1997,1000 hl,  4
America,Suriname,Wine,Consumption,1998,1000 hl,  4
America,Suriname,Wine,Imports,1998,1000 hl,  4
America,Suriname,Wine,Consumption,1999,1000 hl,  2
America,Suriname,Wine,Imports,1999,1000 hl,  2
America,Suriname,Wine,Consumption,2000,1000 hl,  1
America,Suriname,Wine,Imports,2000,1000 hl,  1
America,Suriname,Wine,Consumption,2001,1000 hl,  1
America,Suriname,Wine,Imports,2001,1000 hl,  1
America,Suriname,Wine,Consumption,2002,1000 hl,  1
America,Suriname,Wine,Imports,2002,1000 hl,  1
America,Suriname,Wine,Consumption,2003,1000 hl,  1
America,Suriname,Wine,Imports,2003,1000 hl,  1
America,Suriname,Wine,Consumption,2004,1000 hl,  2
America,Suriname,Wine,Imports,2004,1000 hl,  2
America,Suriname,Wine,Consumption,2005,1000 hl,  2
America,Suriname,Wine,Imports,2005,1000 hl,  2
America,Suriname,Wine,Consumption,2006,1000 hl,  2
America,Suriname,Wine,Imports,2006,1000 hl,  2
America,Suriname,Wine,Consumption,2007,1000 hl,  5
America,Suriname,Wine,Imports,2007,1000 hl,  5
America,Suriname,Wine,Consumption,2008,1000 hl,  4
America,Suriname,Wine,Imports,2008,1000 hl,  4
America,Suriname,Wine,Consumption,2009,1000 hl,  4
America,Suriname,Wine,Imports,2009,1000 hl,  4
America,Suriname,Wine,Consumption,2010,1000 hl,  4
America,Suriname,Wine,Imports,2010,1000 hl,  4
America,Suriname,Wine,Consumption,2011,1000 hl,  7
America,Suriname,Wine,Imports,2011,1000 hl,  10
America,Suriname,Wine,Consumption,2012,1000 hl,  7
America,Suriname,Wine,Imports,2012,1000 hl,  3
America,Suriname,Wine,Consumption,2013,1000 hl,  4
America,Suriname,Wine,Imports,2013,1000 hl,  5
America,Suriname,Wine,Consumption,2014,1000 hl,  5
America,Suriname,Wine,Imports,2014,1000 hl,  8
America,Suriname,Wine,Consumption,2015,1000 hl,  4
America,Suriname,Wine,Imports,2015,1000 hl,  4
America,Suriname,Wine,Consumption,2016,1000 hl,  4
America,Suriname,Wine,Imports,2016,1000 hl,  5
America,Suriname,Wine,Consumption,2017,1000 hl,  4
America,Suriname,Wine,Imports,2017,1000 hl,  5
America,Suriname,Wine,Consumption,2018,1000 hl,  6
America,Suriname,Wine,Imports,2018,1000 hl,  6
America,Suriname,Wine,Consumption,2019,1000 hl,  8
America,Suriname,Wine,Imports,2019,1000 hl,  9
America,Suriname,Wine,Consumption,2020,1000 hl,  9
America,Suriname,Wine,Imports,2020,1000 hl,  6
America,Suriname,Wine,Consumption,2021,1000 hl,  9
America,Suriname,Wine,Imports,2021,1000 hl,  8
America,Trinidad and Tobago,Wine,Consumption,1995,1000 hl,  4
America,Trinidad and Tobago,Wine,Exports,1995,1000 hl,0
America,Trinidad and Tobago,Wine,Imports,1995,1000 hl,  5
America,Trinidad and Tobago,Wine,Consumption,1996,1000 hl,  5
America,Trinidad and Tobago,Wine,Exports,1996,1000 hl,0
America,Trinidad and Tobago,Wine,Imports,1996,1000 hl,  6
America,Trinidad and Tobago,Wine,Consumption,1997,1000 hl,  4
America,Trinidad and Tobago,Wine,Exports,1997,1000 hl,  2
America,Trinidad and Tobago,Wine,Imports,1997,1000 hl,  6
America,Trinidad and Tobago,Wine,Consumption,1998,1000 hl,  7
America,Trinidad and Tobago,Wine,Exports,1998,1000 hl,0
America,Trinidad and Tobago,Wine,Imports,1998,1000 hl,  8
America,Trinidad and Tobago,Wine,Consumption,1999,1000 hl,  11
America,Trinidad and Tobago,Wine,Exports,1999,1000 hl,0
America,Trinidad and Tobago,Wine,Imports,1999,1000 hl,  11
America,Trinidad and Tobago,Wine,Consumption,2000,1000 hl,  7
America,Trinidad and Tobago,Wine,Exports,2000,1000 hl,0
America,Trinidad and Tobago,Wine,Imports,2000,1000 hl,  7
America,Trinidad and Tobago,Wine,Consumption,2001,1000 hl,  7
America,Trinidad and Tobago,Wine,Exports,2001,1000 hl,0
America,Trinidad and Tobago,Wine,Imports,2001,1000 hl,  7
America,Trinidad and Tobago,Wine,Consumption,2002,1000 hl,  7
America,Trinidad and Tobago,Wine,Exports,2002,1000 hl,0
America,Trinidad and Tobago,Wine,Imports,2002,1000 hl,  7
America,Trinidad and Tobago,Wine,Consumption,2003,1000 hl,  9
America,Trinidad and Tobago,Wine,Exports,2003,1000 hl,0
America,Trinidad and Tobago,Wine,Imports,2003,1000 hl,  9
America,Trinidad and Tobago,Wine,Consumption,2004,1000 hl,  9
America,Trinidad and Tobago,Wine,Exports,2004,1000 hl,0
America,Trinidad and Tobago,Wine,Imports,2004,1000 hl,  9
America,Trinidad and Tobago,Wine,Consumption,2005,1000 hl,  9
America,Trinidad and Tobago,Wine,Exports,2005,1000 hl,0
America,Trinidad and Tobago,Wine,Imports,2005,1000 hl,  10
America,Trinidad and Tobago,Wine,Consumption,2006,1000 hl,  9
America,Trinidad and Tobago,Wine,Exports,2006,1000 hl,  2
America,Trinidad and Tobago,Wine,Imports,2006,1000 hl,  11
America,Trinidad and Tobago,Wine,Consumption,2007,1000 hl,  12
America,Trinidad and Tobago,Wine,Exports,2007,1000 hl,0
